East,North,Level,Au_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Rb_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zr_ppm,target_Au,Se_detectado,Te_detectado
12989.375,6612.729,1539.38,0.073,4.9,55.11,418.29,0.73,0.1,0.04,0.05,29.1,1.99,19.83,15.57,3.04,12.64,0.12,2.68,2.17,13.91,0.14,108.93,21.76,0.06,5.38,2.39,569.73,104.6,0.05,63.65,10.22,0.5,1.27,11.41,0.39,0.025,6.11,0.28,1.19,1.45,84.92,2.41,8.33,119.67,0,0,0
12929.12,6593.801,1523.09,0.0025,8.16,1.45,573.08,1.06,0.05,3.3,0.12,33.65,14.77,11.74,11.61,5.36,16.01,0.11,2.63,1.2,12.37,1.22,810.63,2.18,3.27,6.06,3.9,857.35,46.29,0.02,6.11,17.06,0.5,1.25,594.19,0.52,0.025,3.91,0.5,0.42,1.35,144.68,1.11,18.09,87.97,0,0,0
12831.31,6542.322,1529.17,0.0025,7.47,12.19,501.45,1.06,0.05,2.03,0.21,29.86,16.42,11.04,3.6,7.66,19.25,0.13,2.74,0.75,13.31,1.83,1562.58,8.67,2.49,6.02,4.07,883.97,37.47,0.05,1.25,17.12,0.5,1.53,349.97,0.47,0.025,4.87,0.41,0.38,1.53,138.83,1.02,17.8,80.92,0,0,0
12600.041,6529.809,1557.14,0.0025,8.36,4.16,654.76,1.35,0.05,3.33,0.08,33.01,15.82,13.02,2.0,4.94,18.73,0.15,3.41,2.03,15.53,1.57,1037.17,0.48,3.1,7.29,4.02,814.02,58.09,0.02,0.79,17.87,0.5,1.81,438.62,0.53,0.025,5.3,0.43,0.43,2.09,137.43,0.74,19.05,104.52,0,0,0
12405.711,6599.967,1571.49,0.0025,8.15,3.48,902.33,1.51,0.05,2.98,0.08,34.44,10.85,12.61,9.71,4.32,19.63,0.15,4.19,2.16,15.86,1.14,1018.11,0.93,3.01,7.79,2.7,940.22,68.36,0.02,2.21,14.73,0.5,1.92,506.85,0.57,0.025,5.53,0.44,0.51,1.87,116.65,1.03,19.17,146.67,0,0,0
12358.239,6165.869,1493.21,0.069,3.93,33.37,542.25,0.93,0.06,0.02,0.08,39.42,0.21,6.56,8.4,0.77,8.3,0.11,2.14,1.76,17.82,0.09,63.12,32.37,0.05,7.27,0.7,29.37,75.54,0.02,39.83,1.17,0.5,2.07,6.85,0.85,0.025,15.81,0.03,0.59,3.7,1.85,1.09,11.83,51.79,0,0,0
12318.48,6071.788,1493.43,0.005,7.17,21.85,400.56,1.29,0.05,5.01,0.53,41.2,12.46,10.89,3.87,4.0,17.91,0.12,1.77,3.01,15.59,1.18,1618.64,0.58,0.07,7.4,2.75,759.32,131.77,0.25,4.23,13.14,1.02,2.17,66.59,0.5,0.025,4.11,0.37,1.82,1.29,119.17,1.4,15.36,48.25,0,1,0
12175.563,6025.04,1493.97,0.0025,8.19,10.67,738.72,1.41,0.05,3.29,1.37,38.02,11.14,12.59,3.21,5.03,16.29,0.13,1.65,1.51,17.2,1.55,2404.62,0.37,2.14,8.03,2.45,1009.43,44.61,1.04,5.37,13.98,0.5,4.21,381.28,0.52,0.025,3.45,0.47,0.81,1.29,105.83,0.75,16.56,54.26,0,0,0
12148.866,6036.253,1490.58,0.0025,9.28,4.95,485.01,1.16,0.05,4.18,0.4,32.39,13.36,12.48,1.54,4.95,19.5,0.11,1.36,1.13,15.14,1.49,2681.29,1.78,1.62,8.29,2.48,1065.1,39.67,0.49,2.5,14.41,0.5,3.04,380.36,0.54,0.025,4.13,0.47,0.97,1.01,116.1,1.35,22.14,47.79,0,0,0
11844.238,6031.247,1478.17,0.005,9.16,9.86,567.71,0.95,0.76,2.33,0.45,36.04,15.15,11.41,11.44,6.6,20.77,0.12,0.54,1.38,14.5,1.77,1056.39,0.85,1.84,5.54,2.43,804.48,57.29,2.12,4.14,20.41,1.0,1.51,320.6,0.42,0.459,3.55,0.49,0.82,0.67,171.85,0.54,17.04,21.61,0,1,1
11813.631,6042.868,1490.58,0.0025,7.88,5.18,279.73,0.96,0.36,5.41,0.58,32.04,21.63,41.38,0.99,4.76,23.06,0.12,1.07,0.73,14.94,2.11,2145.63,1.79,2.11,8.28,18.01,1159.58,17.34,0.72,4.45,19.46,0.5,1.84,483.08,0.46,0.149,2.59,0.58,0.85,0.74,159.52,1.48,14.42,35.67,0,0,1
11283.884,6384.383,1465.95,0.0025,9.12,28.03,448.31,1.05,0.05,5.24,0.21,35.63,19.58,39.03,6.17,5.24,19.15,0.14,3.48,1.13,15.15,2.02,839.95,1.48,1.98,7.82,17.66,1027.48,20.39,0.07,3.88,19.35,0.5,1.64,461.63,0.45,0.025,3.58,0.51,0.41,1.03,144.55,0.56,16.67,127.34,0,0,0
11124.085,6882.425,1385.65,0.005,6.96,25.04,143.29,0.12,7.72,0.11,0.05,27.98,0.29,11.54,0.11,0.89,10.72,0.1,0.86,0.01,15.17,0.01,22.49,4.62,0.07,6.64,0.83,1256.15,0.55,0.15,9.04,5.32,2.11,35.79,967.75,0.48,1.106,7.61,0.44,0.07,1.31,84.69,1.79,3.16,25.7,0,1,1
10936.135,7160.599,1357.46,0.0025,8.35,31.55,441.44,0.71,1.09,0.03,0.05,40.93,0.98,14.0,17.24,0.87,22.13,0.12,2.06,2.36,18.8,0.47,19.87,6.08,0.28,7.37,1.97,94.34,115.3,0.43,6.54,14.07,1.92,12.93,46.74,0.51,0.751,9.52,0.4,3.46,2.35,109.08,1.87,14.35,59.88,0,1,1
12593.212,9322.593,1287.22,0.042,7.39,989.91,244.32,1.18,0.38,0.23,1.14,73.2,3.67,43.19,12.74,2.77,22.65,0.18,0.36,3.03,33.45,0.56,128.11,2.11,0.29,15.52,5.16,578.85,202.32,0.1,17.19,14.99,2.05,12.47,55.63,0.92,0.16,12.01,0.46,3.26,1.13,96.35,7.06,11.33,12.13,0,1,1
12565.265,9342.622,1297.56,0.048,8.87,11000.0,174.77,3.07,0.78,0.22,5.31,29.48,33.11,14.51,7.07,9.39,14.91,0.15,0.44,0.9,10.61,0.46,127.25,4.76,0.25,5.25,23.84,1291.06,55.92,2.3,59.32,12.8,4.86,11.14,103.66,0.48,0.224,8.82,0.22,0.76,4.31,79.67,1.45,25.91,9.62,0,1,1
12506.71,9377.052,1326.0,0.079,6.23,1846.57,70.16,1.2,0.79,0.34,1.95,16.21,3.12,26.64,2.47,4.06,14.43,0.11,0.29,0.45,6.64,1.38,160.02,2.15,0.51,6.15,3.29,341.26,27.3,0.15,49.35,13.75,3.67,32.45,135.54,0.41,0.052,6.05,0.26,0.5,1.08,114.48,4.46,11.85,8.6,0,1,1
12517.115,9391.492,1330.0,0.022,5.18,561.25,41.87,0.82,0.1,0.24,0.05,11.16,0.66,21.1,0.62,2.49,11.47,0.05,1.72,0.18,4.81,0.94,213.81,1.08,0.43,3.82,3.2,327.65,10.4,0.02,19.79,6.81,0.5,11.96,70.18,0.38,0.025,16.26,0.14,0.11,3.17,46.02,1.05,5.63,42.12,0,0,0
12478.309,9381.667,1336.14,0.0025,8.48,20.1,432.17,0.96,0.44,0.1,0.01,9.07,1.09,18.61,1.78,4.06,16.23,0.11,2.44,2.41,4.44,0.71,72.22,3.13,0.31,2.92,3.02,441.99,79.74,0.05,6.42,11.46,3.01,32.59,37.42,0.3,0.175,15.77,0.16,0.63,2.95,100.16,2.8,5.22,78.12,0,1,1
12479.768,9390.582,1367.0,0.882,4.35,11000.0,106.81,1.22,23.05,0.11,9.05,39.68,3.91,21.04,3.03,28.54,10.95,0.61,0.49,0.32,18.7,0.46,90.42,7.72,0.25,3.68,1.8,873.82,17.75,0.24,370.17,11.29,45.18,30.29,55.36,0.18,6.82,4.4,0.19,0.33,1.33,73.71,8.09,26.84,5.22,1,1,1
12459.734,9409.679,1351.56,0.065,0.32,814.98,19.63,0.14,17.54,0.01,0.17,1.74,0.32,21.92,0.65,2.3,1.06,0.13,0.05,0.07,0.87,0.01,94.02,2.38,0.01,0.1,1.83,153.59,2.82,0.05,93.9,0.37,4.57,34.98,3.42,0.025,0.125,0.42,0.0025,0.05,0.1,2.79,0.2,0.47,0.25,0,1,1
12449.398,9397.661,1351.71,0.009,6.83,95.19,147.28,1.97,2.12,0.42,0.01,31.29,2.91,36.49,1.1,6.3,14.03,0.21,0.82,0.34,12.52,1.73,116.32,7.82,0.45,6.14,5.68,358.38,21.45,0.05,39.62,14.41,10.34,34.15,70.58,0.47,0.324,7.7,0.22,0.2,1.4,90.11,2.34,22.95,10.73,0,1,1
12478.483,9389.735,1367.0,0.034,8.46,301.22,302.65,1.18,1.71,0.04,0.41,82.71,0.75,32.88,59.8,3.91,20.89,0.15,1.36,2.37,38.27,0.25,46.28,8.67,0.08,11.25,1.96,643.36,141.04,0.24,27.31,10.13,3.07,16.89,61.12,0.77,0.231,16.48,0.43,1.92,2.75,108.21,7.36,14.27,36.93,0,1,1
12428.873,9420.568,1367.92,0.006,6.57,100.0,1361.74,1.34,1.31,0.22,0.32,12.51,3.46,28.77,8.18,5.25,18.05,0.11,0.98,1.6,5.3,1.03,297.0,9.5,0.36,6.31,7.4,507.13,94.49,0.1,190.38,11.89,2.76,57.38,66.58,0.52,0.1,9.9,0.27,1.01,1.56,68.44,3.8,13.76,15.2,0,1,1
12425.317,9432.147,1369.02,0.071,1.6,2669.03,89.95,0.32,2.31,0.07,0.01,3.15,1.32,25.46,0.4,2.54,4.46,0.07,0.11,0.07,1.21,0.24,77.93,2.19,0.15,1.58,1.57,176.58,2.18,0.07,84.63,2.99,1.83,15.5,33.35,0.11,0.237,1.51,0.09,0.05,0.21,24.95,3.91,2.02,3.83,0,1,1
12444.785,9426.588,1361.35,0.052,0.25,1343.06,92.7,0.16,3.44,0.02,0.06,5.91,0.43,25.89,0.58,2.07,0.67,0.09,0.1,0.05,2.89,0.01,100.16,0.84,0.01,0.1,1.81,432.62,2.38,0.05,65.39,0.75,1.09,3.0,9.65,0.025,0.064,0.77,0.01,0.05,0.18,10.34,0.37,3.02,0.68,0,1,1
12403.73,9449.517,1389.59,0.033,6.41,600.19,209.84,1.24,0.84,0.19,0.01,6.33,0.78,44.76,5.22,2.85,19.42,0.08,0.6,1.8,2.64,0.78,149.16,13.86,0.32,13.64,5.54,188.17,99.47,0.04,75.13,15.0,1.84,39.38,56.86,0.81,0.025,7.55,0.36,1.45,0.92,109.48,5.79,8.57,14.77,0,1,0
12353.194,9530.005,1391.44,0.019,7.84,86.15,494.93,0.71,0.38,0.06,0.16,5.4,0.32,34.63,2.64,6.18,14.2,0.13,1.78,2.61,2.46,0.4,77.53,2.13,0.21,5.82,1.5,166.13,112.23,0.05,6.94,12.68,3.9,175.75,23.66,0.52,0.198,5.78,0.31,0.95,1.65,99.48,74.06,6.28,46.45,0,1,1
12184.714,9619.928,1349.43,0.236,5.96,8528.63,231.31,1.3,2.5,0.23,0.01,36.15,1.05,39.41,3.16,5.22,16.4,0.08,0.48,0.72,15.4,0.87,133.17,6.42,0.39,11.32,4.97,488.69,40.87,0.02,257.95,10.4,2.78,98.73,80.7,0.79,0.791,8.2,0.32,0.52,1.04,75.89,15.47,11.18,10.75,1,1,1
12235.003,9655.366,1353.57,0.184,5.15,5357.28,43.46,0.96,19.58,0.32,1.56,15.66,2.27,54.28,0.27,4.99,12.49,0.12,1.16,0.06,6.46,0.82,158.67,1.49,0.38,6.46,5.74,451.36,1.89,0.13,1742.07,15.92,4.35,25.14,103.92,0.59,1.341,11.71,0.27,0.05,2.63,88.77,15.78,12.52,29.35,1,1,1
12227.806,9830.008,1333.33,0.005,6.38,33.89,479.87,1.0,0.94,1.6,0.07,62.73,7.11,34.44,10.52,3.93,12.56,0.18,0.7,2.41,35.59,0.57,734.65,1.54,0.1,11.85,12.81,535.22,148.94,1.21,4.16,7.94,1.99,2.94,28.51,0.81,0.398,6.67,0.34,1.92,1.27,70.95,1.63,19.97,26.18,0,1,1
12185.944,9866.588,1324.53,0.006,8.75,18.95,639.78,2.02,0.39,1.56,0.08,76.38,22.74,54.0,14.78,5.36,20.77,0.22,0.82,2.94,30.32,0.99,537.46,4.95,1.25,16.51,29.67,719.7,165.33,0.5,22.33,16.81,1.0,1.28,170.63,1.06,0.05,11.97,0.48,1.63,1.69,122.06,1.1,16.55,26.65,0,1,1
11973.089,10040.492,1363.75,0.01,7.75,228.89,147.05,1.5,4.07,0.25,0.39,110.76,4.83,47.63,3.4,4.7,16.73,0.22,0.98,1.45,66.09,1.05,127.75,5.16,0.32,12.78,10.61,506.94,85.69,0.03,30.81,13.57,4.22,16.54,70.74,0.94,0.419,8.07,0.4,0.82,1.42,103.52,4.59,13.1,27.12,0,1,1
11952.674,10040.002,1362.64,0.006,6.77,18.6,162.27,1.84,3.92,0.76,38.93,44.14,0.74,29.9,3.18,3.59,14.51,0.16,0.99,0.92,18.36,1.29,1247.24,0.66,0.38,6.46,85.01,911.82,51.27,0.02,12.58,12.69,1.06,8.05,76.41,0.5,0.081,11.48,0.25,0.66,1.97,127.03,1.28,55.85,27.32,0,1,1
11899.552,10003.919,1357.18,0.0025,9.84,8.61,82.21,2.11,0.42,5.33,0.23,49.22,6.95,44.76,3.1,1.91,23.09,0.19,1.08,0.12,23.9,1.66,340.2,1.05,4.17,13.53,17.22,1053.42,2.83,0.04,3.64,18.46,0.5,3.06,516.86,0.98,0.061,10.21,0.53,0.05,1.96,106.19,0.69,35.87,24.2,0,0,1
11861.497,9973.41,1360.34,0.016,8.04,3.97,221.31,1.58,0.08,7.15,0.08,47.41,17.96,28.93,14.84,5.57,16.08,0.21,1.41,0.55,18.69,4.66,838.07,8.22,1.73,9.73,13.72,838.02,40.02,0.04,6.44,18.53,0.5,3.08,398.94,0.8,0.025,9.32,0.37,0.52,2.22,101.76,0.51,24.87,70.51,0,0,0
11801.243,9925.7,1367.0,0.035,6.77,138.87,126.58,1.36,0.42,0.21,0.01,7.75,0.82,16.32,3.59,4.18,13.6,0.12,0.65,1.41,3.9,0.88,121.43,15.17,0.29,3.18,2.44,270.68,88.08,0.03,11.3,9.52,3.24,97.39,46.79,0.31,0.025,12.73,0.14,0.97,1.41,75.99,2.92,4.81,15.76,0,1,0
11718.693,9882.244,1377.61,0.005,5.72,3.36,185.64,1.47,0.19,0.25,0.92,7.14,2.85,27.87,3.3,1.28,11.35,0.09,0.66,1.58,2.97,0.55,310.57,0.3,0.26,4.28,10.69,400.7,74.34,0.01,2.2,9.39,0.5,5.98,28.64,0.3,0.025,7.84,0.19,0.91,1.04,65.11,0.93,10.78,29.68,0,0,0
11635.881,9834.686,1395.03,0.021,8.21,151.01,234.1,0.98,0.18,0.62,0.46,32.44,5.74,22.31,7.14,2.21,19.04,0.06,2.42,1.76,14.29,0.96,350.39,1.67,1.57,6.0,6.35,497.27,96.91,0.01,9.56,9.37,1.04,4.65,41.33,0.76,0.064,19.81,0.26,0.79,5.19,61.74,3.84,10.32,78.3,0,1,1
11548.95,9832.829,1412.9,0.012,4.81,428.85,85.66,1.2,3.83,0.13,0.1,4.88,6.13,44.79,2.68,4.24,18.66,0.06,2.03,0.79,2.31,0.82,106.85,3.53,0.27,10.19,5.85,299.3,35.9,0.01,46.22,13.01,2.73,5.05,35.72,0.69,0.323,6.79,0.33,0.67,4.52,87.37,12.47,10.73,81.06,0,1,1
11212.275,9755.951,1390.67,0.007,4.77,3.37,149.51,0.67,0.11,0.09,0.46,28.79,11.78,18.35,2.04,2.71,11.06,0.05,1.04,0.66,9.48,0.27,428.12,0.55,1.6,6.99,10.63,332.43,34.62,0.01,0.74,4.48,0.5,1.19,43.41,0.46,0.025,4.31,0.23,0.23,1.09,32.08,1.14,10.28,158.3,0,0,0
11096.631,9642.112,1388.58,0.009,9.24,5.54,725.19,1.6,0.05,2.34,0.12,45.04,7.33,5.09,9.42,3.98,19.82,0.13,4.35,1.96,24.1,0.69,1611.3,1.51,3.11,8.85,1.9,1114.79,106.49,0.02,7.32,7.9,0.5,1.63,455.7,0.66,0.025,6.86,0.39,1.08,1.84,52.81,0.82,22.65,188.65,0,0,0
11429.841,8653.792,1116.01,0.008,9.19,2.89,574.28,1.28,0.05,2.48,0.5,41.78,15.36,53.81,1.83,4.47,23.03,0.11,2.51,1.9,19.41,0.98,1195.32,0.36,3.25,6.33,15.9,835.71,56.31,0.005,1.74,15.7,0.5,1.2,263.19,0.61,0.025,8.07,0.42,0.35,2.91,120.15,1.14,18.41,75.03,0,0,0
12372.0,9466.0,1400.0,0.026,5.85,771.46,38.17,0.98,0.3,0.21,0.01,7.01,1.21,38.76,1.03,3.15,12.33,0.025,0.66,0.32,2.28,0.9,163.37,0.94,0.42,6.53,3.66,105.2,17.61,0.03,66.25,8.75,1.01,41.16,64.97,0.55,0.025,4.78,0.37,0.25,0.84,85.83,19.9,7.52,17.94,0,1,0
12571.0,9326.0,1258.0,0.114,7.28,6882.1,149.95,0.68,6.76,0.26,0.57,32.96,4.93,19.8,5.36,4.59,17.78,0.13,0.41,1.38,12.11,0.77,136.63,1.6,0.3,6.15,1.97,268.36,97.72,0.07,55.54,10.92,8.79,21.46,95.55,0.55,0.509,6.58,0.27,1.27,0.74,70.7,8.34,5.59,8.63,1,1,1
12485.0,9297.0,1266.0,0.013,6.11,185.26,27.19,1.32,0.43,0.26,0.05,20.8,1.96,34.48,0.38,3.24,17.79,0.06,0.54,0.1,8.44,1.25,200.05,3.65,0.51,6.86,3.05,197.35,3.14,0.01,21.08,11.21,1.05,46.62,76.2,0.6,0.025,10.82,0.25,0.07,1.59,87.03,17.91,9.11,14.24,0,1,0
12484.0,9294.0,1297.0,0.019,7.92,268.81,109.83,1.14,0.98,0.28,0.07,14.45,1.48,35.95,2.8,6.07,20.22,0.07,0.76,1.04,5.56,1.19,113.51,8.36,0.46,7.88,2.03,431.86,50.59,0.06,25.35,13.78,6.11,50.98,68.51,0.62,0.151,12.31,0.31,0.77,1.76,104.41,4.25,9.78,18.41,0,1,1
12325.0,9308.0,1336.0,0.013,7.24,572.6,57.29,1.42,1.9,0.36,0.09,11.66,3.14,36.2,1.46,3.63,19.1,0.05,0.45,0.54,4.55,1.22,267.28,2.16,0.45,7.49,4.31,247.92,27.4,0.01,14.43,12.6,1.05,42.02,125.01,0.64,0.272,10.11,0.29,0.47,1.75,95.39,5.66,3.95,15.29,0,1,1
12333.0,9378.0,1370.0,0.02,6.42,1557.7,84.6,0.82,11.27,0.34,0.15,4.48,1.3,25.17,0.67,3.84,16.38,0.025,0.96,0.22,2.14,1.05,170.15,1.18,0.46,2.99,2.26,427.94,12.52,0.02,38.95,9.27,0.5,41.8,106.86,0.39,0.05,11.93,0.18,0.19,3.13,71.76,6.41,6.6,25.69,0,0,1
12421.0,9484.0,1365.0,0.014,6.46,69.45,37.85,1.09,0.16,0.32,0.17,50.19,2.47,49.6,0.24,5.18,15.67,0.1,0.75,0.06,23.92,0.87,151.5,0.78,0.51,15.41,19.92,226.53,2.7,0.005,15.25,12.07,0.5,122.3,136.69,1.19,0.025,8.36,0.52,0.05,0.82,75.69,5.71,11.21,16.09,0,0,0
12398.056,9596.601,1406.0,0.008,8.02,43.12,286.09,1.86,1.04,1.53,0.15,90.14,22.07,45.25,9.77,5.14,25.55,0.09,1.31,1.03,48.91,2.55,1073.2,0.59,3.15,16.17,24.6,935.4,45.29,0.63,13.63,16.35,1.0,4.11,528.2,1.06,0.085,9.84,0.48,0.91,1.38,130.61,0.61,18.13,38.99,0,1,1
12426.408,9765.04,1399.0,0.012,7.0,190.09,151.89,1.2,0.41,0.28,1.41,14.56,2.81,10.84,2.78,2.13,16.17,0.025,0.85,1.25,7.43,1.03,273.88,0.79,0.32,3.92,4.82,379.94,70.24,0.01,21.89,7.0,1.0,10.66,51.99,0.51,0.148,15.59,0.15,0.75,2.85,51.24,1.33,14.11,18.12,0,1,1
12406.572,9767.952,1396.0,0.014,8.17,9.77,342.44,1.04,0.63,4.1,0.14,29.05,10.91,18.81,2.83,5.83,18.1,0.08,0.54,2.16,16.05,1.92,540.63,1.78,2.38,6.16,5.64,832.54,63.68,0.07,10.13,18.12,0.5,4.79,422.3,0.44,0.025,4.35,0.42,0.97,0.85,135.47,0.37,15.95,12.75,0,0,0
12283.92,9911.181,1378.0,0.01,5.89,118.32,226.75,1.14,2.15,0.17,0.05,3.62,1.49,43.21,4.34,2.4,15.43,0.025,0.69,1.64,1.31,0.84,120.97,2.13,0.3,13.58,5.84,378.84,87.28,0.04,10.14,10.81,1.97,23.94,46.44,0.91,0.389,4.87,0.35,1.38,0.78,102.8,5.42,5.02,19.79,0,1,1
12265.0,9946.0,1349.0,0.012,7.51,71.29,235.58,1.29,2.06,0.24,0.01,3.76,1.98,35.55,3.37,4.08,14.74,0.05,0.78,1.17,1.52,1.51,120.29,4.42,0.46,8.82,4.7,224.81,48.79,0.55,8.07,13.78,5.48,18.09,65.87,0.61,0.199,4.41,0.33,0.97,0.74,135.3,4.45,7.74,26.33,0,1,1
12175.346,10011.087,1386.0,0.011,8.97,80.91,212.24,1.52,5.83,0.27,2.39,56.55,9.75,31.75,8.21,9.3,19.19,0.17,1.68,2.76,28.25,0.75,2529.27,2.24,0.14,9.97,10.93,793.21,133.19,0.4,6.12,15.78,1.81,40.07,27.46,0.67,0.088,10.04,0.36,1.54,1.59,100.27,15.46,14.79,96.17,0,1,1
12070.821,9999.697,1367.0,0.005,6.93,3.29,393.39,1.56,1.27,2.24,0.07,37.5,7.55,41.27,15.13,3.14,15.19,0.06,1.13,1.52,19.85,0.91,674.75,2.71,1.82,16.86,19.87,699.78,63.47,0.78,3.48,13.11,0.5,1.74,166.28,1.14,0.083,9.83,0.53,0.94,1.59,96.9,3.91,16.79,34.67,0,0,1
10751.67,9714.179,1408.0,0.006,8.13,1.4,697.08,0.85,0.05,4.31,0.09,22.39,20.79,22.25,4.47,5.05,19.01,0.05,3.02,0.56,12.21,2.26,881.03,0.7,3.0,5.67,11.65,1082.13,5.99,0.01,4.14,17.27,0.5,0.97,597.95,0.37,0.025,2.59,0.59,0.19,0.74,163.6,0.33,11.55,99.36,0,0,0
10759.075,9711.097,1407.0,0.007,8.95,130.28,532.53,0.97,6.4,0.09,0.28,37.84,1.69,7.88,15.83,5.88,18.53,0.09,3.69,2.58,24.62,0.7,361.77,4.73,0.06,6.4,1.62,602.46,135.81,0.07,9.16,16.6,3.19,2.06,24.77,0.55,1.708,8.58,0.41,2.23,1.88,154.09,1.65,11.9,123.61,0,1,1
10774.114,9705.094,1406.0,0.005,1.48,14.0,20.91,0.31,0.14,22.79,3.12,12.51,2.9,6.43,1.67,1.52,4.34,0.025,0.65,0.01,6.04,2.22,4642.54,1.61,0.01,1.13,2.92,1118.19,0.63,0.11,10.01,2.27,1.0,0.57,366.41,0.11,0.065,1.67,0.04,0.05,0.47,18.14,0.31,6.6,21.38,0,1,1
10783.487,9699.401,1406.0,0.005,8.51,0.57,576.01,0.85,0.05,4.91,0.09,26.52,21.15,24.77,9.54,5.66,21.32,0.08,3.35,0.85,11.2,2.65,796.33,0.89,2.32,5.29,12.48,1085.16,14.14,0.01,2.68,16.69,0.5,0.98,523.71,0.41,0.025,2.94,0.56,0.25,0.88,177.57,0.42,11.9,131.35,0,0,0
10776.619,9725.142,1409.0,0.005,8.16,2.05,1210.77,0.81,0.05,4.83,0.13,25.4,21.85,19.49,7.45,5.14,21.91,0.08,3.17,0.59,11.87,1.65,1145.67,0.78,2.94,5.73,10.42,924.89,10.27,0.02,8.07,20.23,0.5,1.07,708.84,0.37,0.025,3.01,0.57,0.23,0.73,156.8,0.4,13.12,111.68,0,0,0
10803.614,9687.717,1408.0,0.005,9.54,4.65,467.65,0.88,0.05,5.71,0.14,27.79,20.91,35.32,1.98,5.72,22.98,0.07,3.59,0.94,13.98,2.16,797.53,1.3,2.69,6.57,15.32,1164.04,15.81,0.005,4.86,20.88,0.5,1.04,580.44,0.4,0.025,2.87,0.63,0.13,0.82,178.49,0.38,14.02,128.39,0,0,0
10810.88,9670.947,1406.0,0.013,7.23,490.99,2583.1,1.19,0.05,0.66,482.55,34.11,8.42,11.64,15.53,3.84,15.95,0.1,3.55,2.18,25.66,0.18,2372.71,2.93,0.13,5.77,7.87,646.07,85.45,0.14,205.47,10.86,1.0,1.19,24.61,0.48,0.025,5.35,0.41,1.93,1.67,105.53,2.44,24.07,115.75,0,1,0
10847.003,9608.365,1404.0,0.006,10.07,76.61,370.28,1.32,0.06,0.19,32.88,32.61,13.71,23.73,10.38,4.99,22.67,0.08,3.59,1.77,16.61,0.24,1851.67,1.45,0.19,8.44,6.8,757.21,106.18,0.01,13.46,15.79,0.5,1.64,15.78,0.63,0.025,9.78,0.5,1.33,2.72,125.29,1.14,19.99,151.41,0,0,0
10848.709,9609.613,1406.0,0.01,8.81,150.65,380.37,1.11,0.09,0.04,8.84,33.73,6.07,12.54,12.39,6.79,17.91,0.12,4.09,2.6,30.76,0.2,1119.52,10.35,0.04,6.5,3.32,845.18,112.99,0.02,23.17,14.81,0.5,1.7,10.2,0.51,0.025,7.48,0.38,1.79,2.07,94.77,1.44,33.75,162.03,0,0,0
10892.864,9520.108,1412.0,0.005,7.27,1.9,350.45,0.96,0.05,2.99,0.33,27.84,12.93,10.14,7.14,4.07,17.7,0.06,3.76,1.19,13.59,1.94,2727.39,0.59,2.35,8.01,2.86,798.16,39.48,0.01,6.42,14.41,0.5,1.78,79.05,0.51,0.025,5.32,0.41,0.94,1.87,117.44,1.05,15.78,155.78,0,0,0
10748.904,9560.958,1370.0,0.005,6.23,13.43,6874.34,1.15,0.05,0.28,6.2,28.96,3.64,10.65,10.77,1.6,15.71,0.05,3.46,2.03,16.53,0.4,665.84,0.28,0.96,6.63,1.86,815.55,89.87,0.23,13.78,5.33,0.5,1.34,659.74,0.47,0.025,4.33,0.25,0.89,1.24,35.1,0.71,12.59,128.14,0,0,0
10718.47,9555.548,1369.0,0.016,8.38,236.68,192.92,1.07,0.05,2.71,5.3,35.53,6.47,9.41,9.87,3.66,18.98,0.07,3.27,1.71,19.23,0.89,1739.05,3.93,2.49,8.47,3.67,1060.58,61.53,0.04,14.86,7.8,0.5,1.72,71.2,0.55,0.025,5.34,0.3,0.84,1.19,50.58,0.93,18.13,130.93,0,0,0
10681.661,9460.156,1331.0,0.007,6.07,12.24,220.03,1.05,0.05,5.14,0.65,32.01,10.35,18.66,8.89,3.47,12.5,0.07,3.11,1.29,17.7,1.01,2558.15,2.8,1.89,5.81,3.67,763.15,54.74,0.03,12.0,11.02,0.5,1.2,148.38,0.44,0.025,5.64,0.27,0.81,1.87,89.37,0.67,17.41,98.17,0,0,0
10535.913,9327.418,1321.0,0.005,10.42,124.94,633.35,0.9,0.61,0.14,1.76,25.91,2.57,12.29,23.5,5.38,20.82,0.06,3.84,1.33,16.95,0.8,768.17,0.68,1.88,8.32,0.7,550.86,52.91,0.01,28.04,18.33,2.9,1.43,206.38,0.72,0.303,9.08,0.47,1.09,2.47,102.9,0.84,12.42,125.75,0,1,1
10508.997,9305.912,1307.0,0.0025,0.58,5.87,31.07,0.1,0.12,0.03,0.27,5.98,1.75,27.64,2.1,1.34,1.67,0.025,0.11,0.13,3.03,0.11,320.53,0.52,0.02,1.36,2.28,65.71,8.12,0.005,2.16,0.97,0.5,0.32,6.76,0.11,0.05,1.19,0.08,0.17,0.1,13.78,0.33,1.92,4.13,0,0,1
